# text	start:end:type,...
研究人员重新核对了庄则栋的相关记录。	9:12:PER
本次路线将经过广西壮族自治区后继续向前。	7:14:LOC
医学资料中记录了光滑。	8:10:TECH
系统正在处理关于脚踏实地的常规信息。	-
李红的生平资料正在整理。	0:2:PER
研究人员正在分析肋骨。	8:10:TECH
系统正在处理关于栩栩如生的常规信息。	-
本次文档说明了望而却步的基本情况。	-
嫦娥的生平资料正在整理。	0:2:PER
展会上重点介绍了北汽控股的配置。	8:12:PRODUCT
本次路线将经过承德后继续向前。	7:9:LOC
分析师正在研究提升。	7:9:TECH
系统正在处理关于燃眉之急的常规信息。	-
医学资料中记录了糖尿病。	8:11:TECH
本次路线将经过省军区后继续向前。	7:10:LOC
用户正在评价青梅的口感。	6:8:PRODUCT
恐龙足迹被列入本次物种调查名单。	0:4:SPECIES
本次文档说明了问渠那得清如许的基本情况。	-
系统正在处理关于深思熟虑的常规信息。	-
财经报告重点说明了提升。	9:11:TECH
文档重点解释了开源项目。	7:11:TECH
分析师正在研究租金。	7:9:TECH
菜单重点介绍了扣肉。	7:9:PRODUCT
研究人员重新核对了苏醒的相关记录。	9:11:PER
研究人员正在分析积水。	8:10:TECH
研究人员重新核对了郁达夫的相关记录。	9:12:PER
元谋人被列入本次物种调查名单。	0:3:SPECIES
本次文档说明了恰同学少年的基本情况。	-
报告引用了有关部门。	5:9:LAW
项目正在评估测试类的应用。	6:9:TECH
文档重点解释了获取数据。	7:11:TECH
报告引用了中国社会科学院。	5:12:LAW
团队计划前往南航开展调研。	6:8:LOC
观测人员记录到了野菊花。	8:11:SPECIES
研究人员正在分析检查。	8:10:TECH
本次文档说明了牧童遥指杏花村的基本情况。	-
财经报告重点说明了供给。	9:11:TECH
本次文档说明了连锁反应的基本情况。	-
本次路线将经过葫芦后继续向前。	7:9:LOC
韩寒的生平资料正在整理。	0:2:PER
医学资料中记录了放射性物质。	8:13:TECH
团队计划前往店里开展调研。	6:8:LOC
研究人员重新核对了刘勇的相关记录。	9:11:PER
项目正在评估输出流的应用。	6:9:TECH
研究人员正在分析精神疾病。	8:12:TECH
系统正在处理关于接踵而至的常规信息。	-
项目正在评估调用方法的应用。	6:10:TECH
财经报告重点说明了收购。	9:11:TECH
研究人员重新核对了路易斯的相关记录。	9:12:PER
研究人员重新核对了保罗的相关记录。	9:11:PER
野猫被列入本次物种调查名单。	0:2:SPECIES
项目正在评估机器学习的应用。	6:10:TECH
报告引用了制度。	5:7:LAW
本案适用列席。	4:6:LAW
项目正在评估开发人员的应用。	6:10:TECH
研究人员重新核对了冯小刚的相关记录。	9:12:PER
本次文档说明了背道而驰的基本情况。	-
分析师正在研究走势。	7:9:TECH
研究人员正在分析疾病预防控制中心。	8:16:TECH
医学资料中记录了凹陷。	8:10:TECH
本次路线将经过税务局后继续向前。	7:10:LOC
项目正在评估实体类的应用。	6:9:TECH
研究人员重新核对了董建华的相关记录。	9:12:PER
系统正在处理关于祸兮福所倚的常规信息。	-
本案适用房地产开发企业。	4:11:LAW
医学资料中记录了损害。	8:10:TECH
本案适用印章。	4:6:LAW
观测人员记录到了印随。	8:10:SPECIES
本次文档说明了挨家挨户的基本情况。	-
展会上重点介绍了奥克斯的配置。	8:11:PRODUCT
本案适用欺诈。	4:6:LAW
团队计划前往佛山市开展调研。	6:9:LOC
团队计划前往天桥开展调研。	6:8:LOC
文档重点解释了拖拽。	7:9:TECH
财经报告重点说明了经营。	9:11:TECH
团队计划前往青山开展调研。	6:8:LOC
团队计划前往佛罗里达州开展调研。	6:11:LOC
用户正在比较华夏二手车的使用体验。	6:11:PRODUCT
团队计划前往丰台开展调研。	6:8:LOC
研究人员正在分析伤疤。	8:10:TECH
财经报告重点说明了审计。	9:11:TECH
文档重点解释了选择器。	7:10:TECH
本次文档说明了日久见人心的基本情况。	-
菜单重点介绍了娃哈哈。	7:10:PRODUCT
本次路线将经过台上后继续向前。	7:9:LOC
团队计划前往中关村开展调研。	6:9:LOC
研究人员重新核对了彭丽媛的相关记录。	9:12:PER
研究人员重新核对了王小山的相关记录。	9:12:PER
本次文档说明了铺天盖地的基本情况。	-
团队计划前往南昌市开展调研。	6:9:LOC
研究人员重新核对了安德鲁的相关记录。	9:12:PER
研究人员重新核对了威廉的相关记录。	9:11:PER
文档重点解释了软件开发。	7:11:TECH
菜单重点介绍了乌龙茶。	7:10:PRODUCT
项目正在评估字符串转换的应用。	6:11:TECH
本次文档说明了天然去雕饰的基本情况。	-
团队计划前往邮局开展调研。	6:8:LOC
系统正在处理关于春来江水绿如蓝的常规信息。	-
项目正在评估二维的应用。	6:8:TECH
系统正在处理关于居庙堂之高的常规信息。	-
本案适用改革。	4:6:LAW
系统正在处理关于良药苦口利于病的常规信息。	-
观测人员记录到了灰鹤。	8:10:SPECIES
财经报告重点说明了财务。	9:11:TECH
研究人员正在分析新生儿。	8:11:TECH
本次路线将经过建筑设计后继续向前。	7:11:LOC
本次路线将经过国际机场后继续向前。	7:11:LOC
穆罕默德的生平资料正在整理。	0:4:PER
刘超的生平资料正在整理。	0:2:PER
研究人员重新核对了白岩松的相关记录。	9:12:PER
展会上重点介绍了野马的配置。	8:10:PRODUCT
团队计划前往高雄市开展调研。	6:9:LOC
张涛的生平资料正在整理。	0:2:PER
菜单重点介绍了凉粉。	7:9:PRODUCT
系统正在处理关于必浚其泉源的常规信息。	-
研究人员重新核对了张宇的相关记录。	9:11:PER
本次路线将经过温州后继续向前。	7:9:LOC
系统正在处理关于来者犹可追的常规信息。	-
项目正在评估类继承的应用。	6:9:TECH
医学资料中记录了大拇指。	8:11:TECH
医学资料中记录了后遗症。	8:11:TECH
文档重点解释了程序运行。	7:11:TECH
财经报告重点说明了突破。	9:11:TECH
本次文档说明了旧时王谢堂前燕的基本情况。	-
团队计划前往澳门特别行政区开展调研。	6:13:LOC
医学资料中记录了水灾。	8:10:TECH
团队计划前往湖北省开展调研。	6:9:LOC
观测人员记录到了克隆牛。	8:11:SPECIES
系统正在处理关于铁肩担道义的常规信息。	-
分析师正在研究费用。	7:9:TECH
系统正在处理关于远近高低各不同的常规信息。	-
研究人员重新核对了马修的相关记录。	9:11:PER
观测人员记录到了钱鼠。	8:10:SPECIES
戴维斯的生平资料正在整理。	0:3:PER
财经报告重点说明了计划。	9:11:TECH
研究人员重新核对了杨洁的相关记录。	9:11:PER
团队计划前往建委开展调研。	6:8:LOC
报告引用了法制办。	5:8:LAW
展会上重点介绍了东风本田的配置。	8:12:PRODUCT
团队计划前往县公安局开展调研。	6:10:LOC
用户正在比较斯柯达的使用体验。	6:9:PRODUCT
毛岸英的生平资料正在整理。	0:3:PER
研究人员正在分析抗生素。	8:11:TECH
本次路线将经过泵站后继续向前。	7:9:LOC
文档重点解释了换行符。	7:10:TECH
本次文档说明了半壁江山的基本情况。	-
展会上重点介绍了轮定位的配置。	8:11:PRODUCT
研究人员正在分析眼科。	8:10:TECH
菜单重点介绍了海带。	7:9:PRODUCT
观测人员记录到了杂骨。	8:10:SPECIES
董建华的生平资料正在整理。	0:3:PER
分析师正在研究信用。	7:9:TECH
医学资料中记录了缓解。	8:10:TECH
系统正在处理关于不到长城非好汉的常规信息。	-
团队计划前往工商银行开展调研。	6:10:LOC
团队计划前往城中开展调研。	6:8:LOC
本次路线将经过三亚市后继续向前。	7:10:LOC
研究人员正在分析医疗器械。	8:12:TECH
团队计划前往植物园开展调研。	6:9:LOC
项目正在评估解决方法的应用。	6:10:TECH
团队计划前往西班牙开展调研。	6:9:LOC
项目正在评估出栈的应用。	6:8:TECH
研究人员重新核对了戴安娜的相关记录。	9:12:PER
本次路线将经过自来水公司后继续向前。	7:12:LOC
展会上重点介绍了汽车零部件的配置。	8:13:PRODUCT
财经报告重点说明了黄金。	9:11:TECH
威尔逊的生平资料正在整理。	0:3:PER
系统正在处理关于霜叶红于二月花的常规信息。	-
研究人员重新核对了克林顿的相关记录。	9:12:PER
观测人员记录到了四值。	8:10:SPECIES
本次文档说明了四面八方的基本情况。	-
研究人员正在分析腹痛。	8:10:TECH
医学资料中记录了心脏。	8:10:TECH
团队计划前往北门开展调研。	6:8:LOC
团队计划前往郑州市开展调研。	6:9:LOC
菜单重点介绍了释迦。	7:9:PRODUCT
观测人员记录到了鱼浆。	8:10:SPECIES
刘伟的生平资料正在整理。	0:2:PER
用户正在评价核桃的口感。	6:8:PRODUCT
菜单重点介绍了酸奶。	7:9:PRODUCT
项目正在评估优先级的应用。	6:9:TECH
观测人员记录到了猎豹。	8:10:SPECIES
观测人员记录到了花寨。	8:10:SPECIES
分析师正在研究短期。	7:9:TECH
医学资料中记录了复发。	8:10:TECH
医学资料中记录了乡镇卫生院。	8:13:TECH
研究人员重新核对了鲁迅的相关记录。	9:11:PER
系统正在处理关于坚持不懈的常规信息。	-
用户正在比较伽马的使用体验。	6:8:PRODUCT
系统正在处理关于学以致用的常规信息。	-
本案适用公司债券。	4:8:LAW
研究人员正在分析移植。	8:10:TECH
文档重点解释了基本操作。	7:11:TECH
分析师正在研究系统。	7:9:TECH
本次文档说明了讨价还价的基本情况。	-
展会上重点介绍了被动安全的配置。	8:12:PRODUCT
项目正在评估类定义的应用。	6:9:TECH
本次路线将经过高雄后继续向前。	7:9:LOC
文档重点解释了冒号。	7:9:TECH
本案适用推迟。	4:6:LAW
团队计划前往隶属开展调研。	6:8:LOC
系统正在处理关于家书抵万金的常规信息。	-
观测人员记录到了牡鹿。	8:10:SPECIES
本案适用阴谋。	4:6:LAW
分析师正在研究法人。	7:9:TECH
观测人员记录到了冠毛犬。	8:11:SPECIES
杨柳的生平资料正在整理。	0:2:PER
本次文档说明了摇身一变的基本情况。	-
系统正在处理关于顺藤摸瓜的常规信息。	-
文档重点解释了时间间隔。	7:11:TECH
系统正在处理关于无以至千里的常规信息。	-
团队计划前往文化馆开展调研。	6:9:LOC
马化腾的生平资料正在整理。	0:3:PER
肉驴被列入本次物种调查名单。	0:2:SPECIES
文档重点解释了处理方法。	7:11:TECH
研究人员正在分析指甲。	8:10:TECH
团队计划前往南京市开展调研。	6:9:LOC
本次路线将经过复旦大学后继续向前。	7:11:LOC
本次路线将经过市工商局后继续向前。	7:11:LOC
医学资料中记录了纱布。	8:10:TECH
用户正在评价黑豆的口感。	6:8:PRODUCT
团队计划前往洼地开展调研。	6:8:LOC
用户正在评价香菇的口感。	6:8:PRODUCT
江泽民的生平资料正在整理。	0:3:PER
本次路线将经过沙坪坝后继续向前。	7:10:LOC
本案适用合同约定。	4:8:LAW
本次路线将经过洛阳市后继续向前。	7:10:LOC
团队计划前往山东省开展调研。	6:9:LOC
本次路线将经过江苏省后继续向前。	7:10:LOC
用户正在评价酥油的口感。	6:8:PRODUCT
系统正在处理关于忧心忡忡的常规信息。	-
本次文档说明了立竿见影的基本情况。	-
本次文档说明了名列前茅的基本情况。	-
野牦牛被列入本次物种调查名单。	0:3:SPECIES
研究人员正在分析临床。	8:10:TECH
分析师正在研究商务。	7:9:TECH
用户正在比较大包围的使用体验。	6:9:PRODUCT
本案适用前提条件。	4:8:LAW
本次路线将经过长城后继续向前。	7:9:LOC
本次路线将经过厦门市后继续向前。	7:10:LOC
周强的生平资料正在整理。	0:2:PER
系统正在处理关于胜似闲庭信步的常规信息。	-
观测人员记录到了角甲。	8:10:SPECIES
研究人员重新核对了尼克松的相关记录。	9:12:PER
本次路线将经过芦山后继续向前。	7:9:LOC
研究人员重新核对了王石的相关记录。	9:11:PER
系统正在处理关于名不正则言不顺的常规信息。	-
蝇蛆被列入本次物种调查名单。	0:2:SPECIES
系统正在处理关于可乘之机的常规信息。	-
报告引用了商业贿赂。	5:9:LAW
项目正在评估16进制的应用。	6:10:TECH
潘基文的生平资料正在整理。	0:3:PER
用户正在评价粤菜的口感。	6:8:PRODUCT
本次文档说明了数风流人物的基本情况。	-
菜单重点介绍了松花。	7:9:PRODUCT
医学资料中记录了解剖。	8:10:TECH
文档重点解释了文本文件。	7:11:TECH
文档重点解释了赋值。	7:9:TECH
本案适用经国务院批准。	4:10:LAW
医学资料中记录了医药。	8:10:TECH
分析师正在研究经营者。	7:10:TECH
本案适用注册会计师。	4:9:LAW
团队计划前往福州市开展调研。	6:9:LOC
本次路线将经过高速公路后继续向前。	7:11:LOC
用户正在评价煎饼的口感。	6:8:PRODUCT
本案适用有效期。	4:7:LAW
德国小蠊被列入本次物种调查名单。	0:4:SPECIES
用户正在比较奥丁的使用体验。	6:8:PRODUCT
报告引用了欺诈。	5:7:LAW
项目正在评估句柄的应用。	6:8:TECH
王芳的生平资料正在整理。	0:2:PER
施计谋被列入本次物种调查名单。	0:3:SPECIES
团队计划前往站前开展调研。	6:8:LOC
观测人员记录到了刺参。	8:10:SPECIES
项目正在评估双引号的应用。	6:9:TECH
文档重点解释了字符串长度。	7:12:TECH
团队计划前往森林公园开展调研。	6:10:LOC
财经报告重点说明了反弹。	9:11:TECH
本案适用侵权行为。	4:8:LAW
系统正在处理关于一丝不苟的常规信息。	-
本次路线将经过工商局后继续向前。	7:10:LOC
医学资料中记录了协和医院。	8:12:TECH
分析师正在研究垄断。	7:9:TECH
用户正在评价茶汤的口感。	6:8:PRODUCT
报告引用了股份制企业。	5:10:LAW
本次文档说明了炙手可热的基本情况。	-
医学资料中记录了抽样调查。	8:12:TECH
医学资料中记录了鉴别。	8:10:TECH
用户正在评价棉花糖的口感。	6:9:PRODUCT
用户正在评价二氧化硫的口感。	6:10:PRODUCT
研究人员正在分析激光。	8:10:TECH
本次文档说明了弹指一挥间的基本情况。	-
财经报告重点说明了隔离。	9:11:TECH
医学资料中记录了骨折。	8:10:TECH
野菊花被列入本次物种调查名单。	0:3:SPECIES
用户正在评价青菜的口感。	6:8:PRODUCT
本次路线将经过北大后继续向前。	7:9:LOC
展会上重点介绍了鼓风机的配置。	8:11:PRODUCT
本次路线将经过省人大后继续向前。	7:10:LOC
报告引用了默认。	5:7:LAW
报告引用了暂行规定。	5:9:LAW
研究人员正在分析精神病。	8:11:TECH
本次文档说明了座无虚席的基本情况。	-
医学资料中记录了防治。	8:10:TECH
团队计划前往清远市开展调研。	6:9:LOC
观测人员记录到了星虫。	8:10:SPECIES
研究人员重新核对了曾荫权的相关记录。	9:12:PER
财经报告重点说明了进口。	9:11:TECH
榛鸡被列入本次物种调查名单。	0:2:SPECIES
本案适用经研究。	4:7:LAW
孢子虫病被列入本次物种调查名单。	0:4:SPECIES
用户正在评价康师傅的口感。	6:9:PRODUCT
项目正在评估面向对象的应用。	6:10:TECH
研究人员正在分析萎缩。	8:10:TECH
研究人员正在分析食物中毒。	8:12:TECH
团队计划前往珠海市开展调研。	6:9:LOC
研究人员重新核对了康熙的相关记录。	9:11:PER
本次路线将经过交警大队后继续向前。	7:11:LOC
医学资料中记录了紊乱。	8:10:TECH
文档重点解释了类方法。	7:10:TECH
文档重点解释了生命周期。	7:11:TECH
研究人员正在分析药物。	8:10:TECH
观测人员记录到了野猫。	8:10:SPECIES
分析师正在研究供给。	7:9:TECH
研究人员重新核对了张斌的相关记录。	9:11:PER
团队计划前往二环路开展调研。	6:9:LOC
研究人员正在分析支架。	8:10:TECH
财经报告重点说明了考核。	9:11:TECH
团队计划前往河堤开展调研。	6:8:LOC
研究人员重新核对了郭敬明的相关记录。	9:12:PER
医学资料中记录了治疗。	8:10:TECH
利木赞肉牛被列入本次物种调查名单。	0:5:SPECIES
团队计划前往京城开展调研。	6:8:LOC
本次路线将经过台中市后继续向前。	7:10:LOC
团队计划前往玄武开展调研。	6:8:LOC
展会上重点介绍了伽马的配置。	8:10:PRODUCT
本次路线将经过香港特区后继续向前。	7:11:LOC
本案适用个体工商户。	4:9:LAW
团队计划前往万家开展调研。	6:8:LOC
系统正在处理关于绳之以法的常规信息。	-
展会上重点介绍了陆地巡洋舰的配置。	8:13:PRODUCT
系统正在处理关于清水出芙蓉的常规信息。	-
系统正在处理关于息息相关的常规信息。	-
项目正在评估位图的应用。	6:8:TECH
分析师正在研究当事人。	7:10:TECH
医学资料中记录了晚期。	8:10:TECH
项目正在评估子目录的应用。	6:9:TECH
本案适用政治部。	4:7:LAW
研究人员正在分析急性。	8:10:TECH
医学资料中记录了截肢。	8:10:TECH
菜单重点介绍了果肉。	7:9:PRODUCT
分析师正在研究央行。	7:9:TECH
本次文档说明了马不停蹄的基本情况。	-
本案适用经济法。	4:7:LAW
财经报告重点说明了合并。	9:11:TECH
项目正在评估选择器的应用。	6:9:TECH
医学资料中记录了产科。	8:10:TECH
展会上重点介绍了奥迪的配置。	8:10:PRODUCT
系统正在处理关于锲而不舍的常规信息。	-
玳玳花被列入本次物种调查名单。	0:3:SPECIES
医学资料中记录了伤疤。	8:10:TECH
分析师正在研究期限。	7:9:TECH
项目正在评估Java语言的应用。	6:12:TECH
用户正在评价冷面的口感。	6:8:PRODUCT
项目正在评估测试数据的应用。	6:10:TECH
本次路线将经过越秀后继续向前。	7:9:LOC
项目正在评估%d的应用。	6:8:TECH
中华对角羚被列入本次物种调查名单。	0:5:SPECIES
分析师正在研究专题。	7:9:TECH
展会上重点介绍了中华骏捷的配置。	8:12:PRODUCT
分析师正在研究商品。	7:9:TECH
本次文档说明了又岂在朝朝暮暮的基本情况。	-
观测人员记录到了母狗。	8:10:SPECIES
枪猎犬被列入本次物种调查名单。	0:3:SPECIES
菜单重点介绍了铁板。	7:9:PRODUCT
研究人员重新核对了史密斯的相关记录。	9:12:PER
分析师正在研究进出口。	7:10:TECH
本次文档说明了徒善不足以为政的基本情况。	-
文档重点解释了系统调用。	7:11:TECH
菜单重点介绍了棉花糖。	7:10:PRODUCT
本次文档说明了忠言逆耳利于行的基本情况。	-
本次文档说明了化作春泥更护花的基本情况。	-
本案适用规范性文件。	4:9:LAW
系统正在处理关于千家万户的常规信息。	-
鹦哥被列入本次物种调查名单。	0:2:SPECIES
团队计划前往市委开展调研。	6:8:LOC
菜单重点介绍了白油。	7:9:PRODUCT
团队计划前往舟山开展调研。	6:8:LOC
本次路线将经过商业街后继续向前。	7:10:LOC
研究人员重新核对了胡适的相关记录。	9:11:PER
观测人员记录到了喷毒眼镜蛇。	8:13:SPECIES
项目正在评估头文件的应用。	6:9:TECH
本次路线将经过党校后继续向前。	7:9:LOC
报告引用了涉案。	5:7:LAW
医学资料中记录了样本。	8:10:TECH
用户正在评价生姜的口感。	6:8:PRODUCT
观测人员记录到了母牛。	8:10:SPECIES
本次文档说明了一席之地的基本情况。	-
分析师正在研究预算。	7:9:TECH
财经报告重点说明了财政部。	9:12:TECH
团队计划前往集成开展调研。	6:8:LOC
研究人员正在分析遗传。	8:10:TECH
本次路线将经过大山后继续向前。	7:9:LOC
项目正在评估XML文件的应用。	6:11:TECH
本次文档说明了无家可归的基本情况。	-
财经报告重点说明了客服。	9:11:TECH
本案适用自告。	4:6:LAW
观测人员记录到了萨摩。	8:10:SPECIES
本次文档说明了不堪设想的基本情况。	-
王欣的生平资料正在整理。	0:2:PER
团队计划前往迎春开展调研。	6:8:LOC
文档重点解释了文件类型。	7:11:TECH
鲁迅的生平资料正在整理。	0:2:PER
焦裕禄的生平资料正在整理。	0:3:PER
黄睿的生平资料正在整理。	0:2:PER
项目正在评估非阻塞的应用。	6:9:TECH
财经报告重点说明了银行。	9:11:TECH
樱桃的生平资料正在整理。	0:2:PER
团队计划前往城区开展调研。	6:8:LOC
盐酸金刚烷胺被列入本次物种调查名单。	0:6:SPECIES
财经报告重点说明了股东。	9:11:TECH
财经报告重点说明了银行卡。	9:12:TECH
报告引用了承兑。	5:7:LAW
用户正在比较一汽轿车的使用体验。	6:10:PRODUCT
本次路线将经过市政府后继续向前。	7:10:LOC
系统正在处理关于忧国不谋身的常规信息。	-
团队计划前往华润开展调研。	6:8:LOC
用户正在比较磨合的使用体验。	6:8:PRODUCT
项目正在评估数据类型的应用。	6:10:TECH
红蟹被列入本次物种调查名单。	0:2:SPECIES
分析师正在研究董事长。	7:10:TECH
系统正在处理关于分门别类的常规信息。	-
用户正在比较中华骏捷的使用体验。	6:10:PRODUCT
团队计划前往博物馆开展调研。	6:9:LOC
观测人员记录到了杜宾犬。	8:11:SPECIES
医学资料中记录了分化。	8:10:TECH
系统正在处理关于长治久安的常规信息。	-
报告引用了国家安全。	5:9:LAW
项目正在评估编写代码的应用。	6:10:TECH
团队计划前往中山市开展调研。	6:9:LOC
项目正在评估子线程的应用。	6:9:TECH
周恩来的生平资料正在整理。	0:3:PER
研究人员重新核对了屈原的相关记录。	9:11:PER
文档重点解释了ip地址。	7:11:TECH
研究人员重新核对了阎锡山的相关记录。	9:12:PER
研究人员重新核对了圣保罗的相关记录。	9:12:PER
分析师正在研究恶化。	7:9:TECH
财经报告重点说明了备案。	9:11:TECH
研究人员重新核对了杜甫的相关记录。	9:11:PER
团队计划前往交通大学开展调研。	6:10:LOC
医学资料中记录了微量元素。	8:12:TECH
本次文档说明了腹有诗书气自华的基本情况。	-
用户正在比较星光的使用体验。	6:8:PRODUCT
本次路线将经过首都机场后继续向前。	7:11:LOC
文档重点解释了互斥。	7:9:TECH
研究人员重新核对了王安石的相关记录。	9:12:PER
研究人员重新核对了郑和的相关记录。	9:11:PER
毛霉被列入本次物种调查名单。	0:2:SPECIES
研究人员重新核对了江青的相关记录。	9:11:PER
研究人员重新核对了永乐的相关记录。	9:11:PER
本次路线将经过公园后继续向前。	7:9:LOC
展会上重点介绍了风华的配置。	8:10:PRODUCT
团队计划前往复旦大学开展调研。	6:10:LOC
系统正在处理关于江山代有才人出的常规信息。	-
研究人员正在分析放射。	8:10:TECH
医学资料中记录了口服。	8:10:TECH
研究人员正在分析饱和。	8:10:TECH
系统正在处理关于缺一不可的常规信息。	-
研究人员重新核对了理查德的相关记录。	9:12:PER
团队计划前往首府开展调研。	6:8:LOC
文档重点解释了压缩包。	7:10:TECH
研究人员重新核对了马克思的相关记录。	9:12:PER
财经报告重点说明了开办。	9:11:TECH
本次路线将经过隶属后继续向前。	7:9:LOC
用户正在评价带鱼的口感。	6:8:PRODUCT
文档重点解释了打开文件。	7:11:TECH
报告引用了统战部。	5:8:LAW
系统正在处理关于千古风流人物的常规信息。	-
用户正在比较浙江汽车网的使用体验。	6:11:PRODUCT
分析师正在研究财务。	7:9:TECH
分析师正在研究趋势。	7:9:TECH
展会上重点介绍了东风日产的配置。	8:12:PRODUCT
李嘉诚的生平资料正在整理。	0:3:PER
研究人员正在分析内科。	8:10:TECH
团队计划前往欧亚开展调研。	6:8:LOC
财经报告重点说明了缴纳。	9:11:TECH
研究人员重新核对了列宁的相关记录。	9:11:PER
用户正在比较陆地巡洋舰的使用体验。	6:11:PRODUCT
项目正在评估局部变量的应用。	6:10:TECH
报告引用了经营许可证。	5:10:LAW
文档重点解释了偏移量。	7:10:TECH
医学资料中记录了大动脉。	8:11:TECH
本次文档说明了不可思议的基本情况。	-
医学资料中记录了植入。	8:10:TECH
黄蜂被列入本次物种调查名单。	0:2:SPECIES
唐师曾的生平资料正在整理。	0:3:PER
研究人员正在分析鉴别。	8:10:TECH
医学资料中记录了身高。	8:10:TECH
本案适用道路交通。	4:8:LAW
文档重点解释了业务逻辑。	7:11:TECH
医学资料中记录了预防。	8:10:TECH
研究人员正在分析输血。	8:10:TECH
本案适用私营企业。	4:8:LAW
系统正在处理关于少壮不努力的常规信息。	-
团队计划前往虹桥开展调研。	6:8:LOC
团队计划前往万里开展调研。	6:8:LOC
本案适用省委。	4:6:LAW
本次路线将经过河流后继续向前。	7:9:LOC
项目正在评估复用的应用。	6:8:TECH
团队计划前往八一开展调研。	6:8:LOC
观测人员记录到了椰子蟹。	8:11:SPECIES
本次路线将经过清华后继续向前。	7:9:LOC
文档重点解释了Web应用。	7:12:TECH
系统正在处理关于民亦忧其忧的常规信息。	-
项目正在评估代码块的应用。	6:9:TECH
本案适用协商。	4:6:LAW
观测人员记录到了榛鸡。	8:10:SPECIES
系统正在处理关于锦上添花的常规信息。	-
观测人员记录到了玳玳花。	8:11:SPECIES
文档重点解释了物理内存。	7:11:TECH
医学资料中记录了咽喉。	8:10:TECH
团队计划前往村口开展调研。	6:8:LOC
史密斯的生平资料正在整理。	0:3:PER
本次路线将经过呼和浩特市后继续向前。	7:12:LOC
团队计划前往一中开展调研。	6:8:LOC
本次路线将经过林业局后继续向前。	7:10:LOC
朱德的生平资料正在整理。	0:2:PER
本案适用专利产品。	4:8:LAW
财经报告重点说明了保险。	9:11:TECH
本次文档说明了博大精深的基本情况。	-
分析师正在研究产权。	7:9:TECH
研究人员重新核对了成龙的相关记录。	9:11:PER
观测人员记录到了黄蝶。	8:10:SPECIES
团队计划前往北京开展调研。	6:8:LOC
观测人员记录到了威尔士柯基犬。	8:14:SPECIES
展会上重点介绍了长安马自达的配置。	8:13:PRODUCT
研究人员正在分析预防措施。	8:12:TECH
本次路线将经过遗迹后继续向前。	7:9:LOC
文档重点解释了配置文件。	7:11:TECH
用户正在比较休闲车的使用体验。	6:9:PRODUCT
财经报告重点说明了违规。	9:11:TECH
本次文档说明了水泄不通的基本情况。	-
财经报告重点说明了退出。	9:11:TECH
团队计划前往济南市开展调研。	6:9:LOC
分析师正在研究评估。	7:9:TECH
研究人员正在分析诱因。	8:10:TECH
用户正在比较自动挡的使用体验。	6:9:PRODUCT
朗德鹅被列入本次物种调查名单。	0:3:SPECIES
研究人员正在分析复发。	8:10:TECH
文档重点解释了实体类。	7:10:TECH
本次文档说明了齐头并进的基本情况。	-
分析师正在研究发改委。	7:10:TECH
系统正在处理关于慈母手中线的常规信息。	-
鱼浆被列入本次物种调查名单。	0:2:SPECIES
系统正在处理关于君子喻于义的常规信息。	-
文档重点解释了内存泄露。	7:11:TECH
报告引用了强制执行。	5:9:LAW
系统正在处理关于跃跃欲试的常规信息。	-
项目正在评估字节流的应用。	6:9:TECH
商品鹅被列入本次物种调查名单。	0:3:SPECIES
系统正在处理关于荆轲刺秦王的常规信息。	-
本次文档说明了只是近黄昏的基本情况。	-
分析师正在研究差距。	7:9:TECH
本次路线将经过科技园后继续向前。	7:10:LOC
本次文档说明了纸上得来终觉浅的基本情况。	-
本案适用判决。	4:6:LAW
分析师正在研究风险。	7:9:TECH
本次路线将经过度假村后继续向前。	7:10:LOC
本次路线将经过小学后继续向前。	7:9:LOC
医学资料中记录了肿瘤。	8:10:TECH
观测人员记录到了乳宝。	8:10:SPECIES
柯基犬被列入本次物种调查名单。	0:3:SPECIES
医学资料中记录了专科医院。	8:12:TECH
张明的生平资料正在整理。	0:2:PER
系统正在处理关于野火烧不尽的常规信息。	-
菜单重点介绍了淀粉。	7:9:PRODUCT
研究人员重新核对了乾隆的相关记录。	9:11:PER
观测人员记录到了宠物狗。	8:11:SPECIES
许琛的生平资料正在整理。	0:2:PER
研究人员正在分析咳嗽。	8:10:TECH
本案适用强制措施。	4:8:LAW
用户正在比较山地车的使用体验。	6:9:PRODUCT
研究人员正在分析二氧化碳。	8:12:TECH
研究人员正在分析气囊。	8:10:TECH
研究人员正在分析主治医师。	8:12:TECH
研究人员正在分析中毒。	8:10:TECH
文档重点解释了操作数。	7:10:TECH
研究人员重新核对了王浩的相关记录。	9:11:PER
项目正在评估64位的应用。	6:9:TECH
研究人员正在分析伤口。	8:10:TECH
报告引用了促进社会和谐。	5:11:LAW
研究人员重新核对了刘震的相关记录。	9:11:PER
本次文档说明了丰富多彩的基本情况。	-
文档重点解释了移动设备。	7:11:TECH
系统正在处理关于急功近利的常规信息。	-
财经报告重点说明了查获。	9:11:TECH
团队计划前往民政局开展调研。	6:9:LOC
文档重点解释了可执行。	7:10:TECH
文档重点解释了多线程。	7:10:TECH
团队计划前往路边开展调研。	6:8:LOC
报告引用了经济法。	5:8:LAW
本次文档说明了扬长而去的基本情况。	-
展会上重点介绍了排放量的配置。	8:11:PRODUCT
团队计划前往电站开展调研。	6:8:LOC
